402.328339,407.256836
433.276672,391.285980
467.220001,374.316925
495.173340,350.360657
518.135010,328.400726
548.085022,291.468109
557.070007,245.551910
539.099976,194.644806
513.143311,166.695816
474.208344,161.704926
441.263336,154.717667
448.251678,78.856102
407.320007,28.947176
345.423340,13.974499
288.518341,6.987249
224.625000,8.983606
174.708328,13.974499
116.805000,51.905281
165.723328,94.826958
227.619995,107.803276
287.519989,107.803276
349.416656,105.806923
399.333344,94.826958
422.295013,212.612015
340.431671,242.557373
221.630005,242.557373
128.785004,206.622955
468.218323,201.632065
518.135010,238.564667
500.165009,285.479065
462.228333,329.398895
414.308319,342.375214
411.313324,291.468109
339.433319,302.448090
215.639999,307.438965
133.776672,289.471771
343.426666,398.273224
198.668335,391.285980
144.758331,375.315125
267.553345,391.285980
388.351654,454.171234
340.431671,481.122040
274.541656,488.109283
190.681671,477.129333
151.746674,455.169403
0.000000,0.000000
599.000000,0.000000
599.000000,548.000000
0.000000,548.000000
