380.364990,398.273224
412.311676,385.296906
441.263336,392.284149
464.225006,355.351562
477.203339,320.415314
491.179993,274.499084
488.184998,229.581055
485.190002,185.661209
460.231659,97.821495
410.315002,109.799637
385.356659,107.803276
378.368347,46.914391
343.426666,35.934425
298.501678,31.941711
265.556671,32.939892
234.608337,35.934425
188.684998,38.928963
160.731674,45.916210
194.675003,54.899818
231.613327,54.899818
266.554993,53.901638
299.500000,55.897995
341.429993,52.903461
375.373322,160.706741
306.488342,168.692169
235.606674,169.690353
157.736664,158.710388
416.304993,145.734055
458.234985,210.615662
454.241669,268.510010
439.266663,332.393433
385.356659,343.373413
377.369995,272.502747
314.475006,291.468109
230.615005,289.471771
159.733337,275.497253
343.426666,398.273224
198.668335,391.285980
159.733337,376.313293
267.553345,391.285980
375.373322,469.143890
340.431671,492.101990
271.546661,501.085602
191.679993,496.094727
164.725006,471.140259
0.000000,0.000000
599.000000,0.000000
599.000000,548.000000
0.000000,548.000000
